consumption_normalized,production_normalized,static_capacity_log,baseline_in,lag_96,input_temperature,input_insolation,input_windSpeed,timeOfDay_sin,timeOfDay_cos,dayOfYear_sin,dayOfYear_cos,dayOfWeek_sin,dayOfWeek_cos,avg_consumption_in,max_consumption_in,std_consumption_in,prod_std_dev_1h,prod_std_dev_4h,rolling_std_dev_1h,rolling_std_dev_4h,insolation_std_dev_1h,insolation_std_dev_4h,insolation_diff_1,insolation_diff_4,temperature_diff_1,temperature_diff_4,holiday,daylight,correction
0.555148897,0.536668401,3.694162868,0.707745328,0.734238657,-3.665366171,679.3678632,2.995625088,-0.815866028,-0.456107921,0.002551289,-0.214209782,0.766547203,-0.425557582,0.489284318,0.725307671,0.055931539,0.031862295,0.051860551,0.073245192,0.103847193,38.09594436,54.52810071,-37.3727827,-172.5771125,0.660459952,2.043249529,0,0,0
0.613764116,0.937960587,1.615418921,0.540470447,0.555757548,14.17319314,446.2938704,6.481648691,0.198089174,0.384717845,-0.89951398,-0.942695145,-0.170348689,0.759504805,0.563449406,0.899016624,0.07535303,0.029304867,0.023502576,0.039208176,0.043724728,35.30894314,44.20516287,-14.02510267,2.233923932,-0.385493241,-2.111979624,0,0,0
0.301864663,0.338340343,1.572063162,0.577902153,0.787161311,13.78252492,321.7615549,3.973572867,0.247297557,-0.471876031,-0.930176895,0.166504785,-0.225451177,-0.901558171,0.584870078,0.778286893,0.05577456,0.045899429,0.026354096,0.067898211,0.04582601,38.58139071,16.92058441,-70.14330786,169.3547133,-2.071377179,-2.10010958,0,1,0
0.567049217,0.332055632,1.109649004,0.610789651,0.498976406,30.13449743,69.63691973,4.542800169,0.29700964,0.878136959,0.102319924,-0.977394927,0.319380546,-0.537838294,0.46042108,0.852653668,0.026857668,0.010054847,0.081280575,0.017359702,0.100308238,28.76863565,70.84646201,-5.40694952,15.14073906,1.167741926,-1.819379577,0,1,0
0.653566886,0.380121471,2.416200835,0.568660912,0.641849124,21.30811685,356.1693362,3.011301251,-0.465195944,0.272748563,-0.123642774,0.574743916,-0.115933158,0.794771435,0.659134924,0.752258929,0.023337433,0.065618792,0.060583748,0.031901043,0.068669156,36.02580268,29.82185494,55.60503096,-29.2685459,-0.775044963,1.519000075,0,0,0
0.821684107,0.075220855,2.6945234,0.505356639,0.474697942,4.758131757,457.7739522,0,-0.969778632,-0.3509764,0.67836079,-0.387134355,0.296466938,-0.487616971,0.527600967,0.735017311,0.018969755,0.026691554,0.055844633,0.013859172,0.111354021,25.54349697,34.94841645,34.26450424,-61.81604487,-0.854493463,-1.233550723,1,1,0
0.522259467,0.394848996,1.197125918,0.569408999,0.921772369,33.54092566,302.5640946,4.617944475,0.930030739,-0.460976275,-0.678640831,-0.919483994,-0.87710742,-0.558697881,0.580460965,0.808416823,0.063241037,0.05443807,0.047283299,0.044503094,0.049854634,50.5381869,45.02971551,70.1004663,89.85117046,-0.403065868,-2.695991569,0,1,0
0.47872596,0.348173468,3.32658285,0.657363175,0.421860237,27.21033696,473.7486066,9.825230843,-0.498213909,-0.61814683,-0.950056676,0.176704442,0.627446687,-0.723749414,0.554805063,0.801282864,0.073771936,0.014600028,0.050844335,0.049074776,0.068356649,21.8745423,71.24617688,-15.14426219,-82.58327732,0.272236725,-1.21136,0,0,0
0.524736443,0.530078757,2.359866504,0.44734847,0.646473107,20.82097703,515.3703766,6.569208576,0.352052576,0.389281918,-0.101922464,-0.204631171,0.881007906,0.718223515,0.521066149,0.847982704,0.086987243,0.053376803,0.091407354,0.05228203,0.04232761,51.05297429,61.5985998,67.30498973,184.6395921,-0.057270411,-0.064084741,1,0,0
0.737310318,0.568351195,2.573170808,0.563296967,0.695066532,12.73515901,455.0288036,4.961479241,0.41325974,-0.562568774,-0.525042886,0.947600827,0.297530772,0.000116518,0.599295501,0.773135425,0.066862107,0.053438892,0.049942678,0.051237667,0.07022088,30.34887947,47.63243735,-9.665211322,193.3359748,0.548066925,-2.361944967,0,1,0
0.649312666,0.875234168,2.322288241,0.479987919,0.662069865,5.405607633,369.9994838,4.474218342,0.220014834,0.190606532,-0.900771253,0.088397325,0.909131858,0.349786406,0.578439042,0.616364022,0.073256772,0.047684041,0.019768059,0.031448933,0.025643592,16.2448911,54.62438095,73.57925413,25.67507987,-1.339489367,-2.303362218,0,1,0
0.520535969,0.690084768,2.202289183,0.669504663,0.572206851,11.27793224,533.7309344,5.044931786,-0.374185212,-0.470729946,0.449196574,-0.449521638,-0.697135371,-0.521867232,0.562814212,0.756722612,0.038399673,0.02011143,0.082309553,0.046195183,0.055370997,43.6807935,40.99421461,-1.092837372,-1.151508808,-0.74238637,4.222592668,0,1,0
0.676990115,0.384619269,2.678920994,0.39768131,0.580526895,25.8874862,588.3881299,6.09423823,-0.457807492,0.32393789,-0.776814,0.418877729,-0.045167621,0.516080842,0.527153838,0.879381847,0.026871684,0.044990964,0.0538537,0.020051067,0.026912384,31.25901388,52.09480534,35.36156869,103.0659808,-0.115997072,-1.721130808,0,0,0
0.614561632,0.320317066,1.465720738,0.494107815,0.606571721,33.84586306,281.9201845,2.638374369,0.195336565,0.629879457,0.216639,-0.457015995,0.203613468,0.52001109,0.631952467,0.770262392,0.067001587,0.016338876,0.060941876,0.07726458,0.090817697,38.51124098,51.10005117,73.75561822,109.4798502,1.897887293,-0.646084738,0,1,1
0.745296749,0.598383834,1.545784391,0.587721188,0.5779497,30.43243528,782.1864759,7.228643389,0.732191267,0.556050486,-0.4379005,0.808486583,0.163473295,-0.37480395,0.765361727,0.77536166,0.058353615,0.034944735,0.108227349,0.043927479,0.09149768,42.23855919,64.53154844,-9.671381429,-80.59917311,-0.113812538,-0.734474002,0,0,0
0.494692036,0.235953359,3.585356863,0.706552403,0.744581868,10.11150578,480.2823735,6.430762631,0.893467458,0.521702662,-0.653007899,-0.250556059,-0.197076442,-0.178634734,0.613988723,0.898637651,0.052148887,0.060588262,0.059383183,0.040222278,0.018092118,33.37955554,64.50767184,10.91944938,-52.65551331,1.085222264,-0.842713616,0,0,0
0.550850678,0.866291753,3.838346386,0.543424974,0.93157845,3.803825667,503.7699246,6.436371451,-0.788188391,-0.624555189,-0.240496954,0.099737126,-0.323831181,-0.580619445,0.699611821,0.728802677,0.05774743,0.055934039,0.06867551,0.081778807,0.110016572,24.07759155,57.40966073,64.44317126,-132.2347435,0.038555169,1.24269348,0,1,0
0.541183777,0.735888024,2.119927949,0.494480047,0.516376232,16.40886247,641.6428847,5.876951478,-0.690342775,-0.823230106,0.602891552,-0.898853792,-0.746351955,0.953122047,0.460977807,0.645719678,0.05646371,0.040303659,0.024632295,0.025155069,0.144922454,39.75713378,44.56478664,-6.650158197,40.90649383,-0.483658637,1.896285901,1,0,0
0.380472758,0.40616487,1.812234019,0.738115707,0.394529553,-2.684393656,546.6432263,5.039233315,0.889472518,0.397897657,-0.215812846,-0.147757524,-0.216515099,0.291205154,0.615776144,0.783936888,0.075676337,0.020503868,0.053409916,0.027488258,0.071380192,30.00755507,61.12733442,-66.04461413,66.66278835,-0.246724424,-0.611908863,0,0,0
0.644418042,0.157373094,2.93199863,0.40519861,0.586757693,18.23167714,690.6273268,6.345722472,0.473070457,-0.263305572,0.501539298,0.664727079,-0.67467837,0.869087761,0.490263168,0.751582605,0.075899712,0.052911754,0.078285781,0.028075594,0.050766572,36.85857819,48.62047301,107.1503527,-134.9925638,-0.168419712,-2.472956573,0,0,0
0.639158291,0.770774475,2.226202513,0.330119404,0.986956401,13.52397414,557.424833,6.183628267,0.76598765,-0.135307547,-0.749027406,0.611297611,0.468731353,-0.393228913,0.452307507,0.703375368,0.060884407,0.040387625,0.013338788,0.048642572,0.154729918,8.462694262,33.77128447,-23.48822322,-45.51989048,0.603645739,2.548880456,1,0,0
0.600767018,0.477092031,1.076159067,0.594001445,0.479448815,10.33963498,377.5125251,4.291918578,-0.594734732,-0.937701814,0.545542839,-0.551362882,-0.582338129,0.563781826,0.526062859,0.782462154,0.066916057,0.006406312,0.066025353,0.058632633,0.030430945,34.46981717,43.95068312,7.937802547,-134.7253918,1.374611268,-0.190682182,0,1,0
0.56481193,0.747563262,1.468457792,0.499794578,0.845867521,-0.947030673,572.300705,3.852796454,0.175171742,-0.480847101,-0.52613335,-0.547841858,-0.882869389,0.531717288,0.719189933,0.849150565,0.060281251,0.055652597,0.063023732,0.064793509,0.070603194,23.61414175,51.26790476,57.80033347,-89.87998102,0.359680848,3.46064363,0,0,0
0.387694389,0.181114468,3.147916687,0.447876718,0.851655122,20.13600107,271.2547585,5.203712591,0.402279189,-0.932647192,0.35478626,0.634610624,0.104732276,0.383311304,0.695001583,0.799071144,0.040776605,0.039515343,0.061238624,0.101439906,0.075388668,46.53309637,63.65323675,-30.42469519,55.10170602,1.187077679,-4.491171795,1,0,1
0.536903202,0.380124995,2.976771826,0.620835645,0.516961764,9.672991603,521.7119412,8.098040303,0.360223771,0.758371545,0.13156311,0.86079684,0.190459465,0.931277951,0.624300472,0.830698107,0.065131293,0.064049025,0.091114767,0.005011351,0.110354429,36.23087348,47.24707742,-50.39339566,-73.34820667,-0.964789738,0.390806443,0,0,0
0.548592823,0.50104874,1.081287978,0.574380071,0.685347462,3.300831643,493.3540019,2.521785849,-0.183696618,-0.513206634,0.858289434,-0.809278157,0.743826123,-0.212889328,0.446729944,0.98134077,0.022110099,0.01809459,0.070033155,0.062174712,0.080792169,32.39857746,31.86201933,12.68686484,-30.0825956,-0.414630509,3.837212668,0,0,0
0.47965841,0.509396119,1.665916486,0.493592137,0.844259493,-13.72262213,458.3766285,2.064949468,-0.969210217,0.114674339,-0.225354964,-0.099882721,0.153963225,-0.738565353,0.580371935,0.765712114,0.071077831,0.023534076,0.104342157,0.038857389,0.055040983,34.86309993,50.85112525,-89.6538199,-162.7311728,-0.724302534,-0.706528271,0,1,0
0.575807143,0.409986906,1.69322439,0.42196956,0.543130839,14.72485095,474.2924977,5.329521682,0.165852114,-0.922041359,-0.867669622,-0.325091442,-0.309038293,0.343417718,0.630170001,0.827834863,0.026109541,0.045581677,0.030192315,0.038271697,0.041464469,20.01559147,51.7018406,-14.39530384,18.69902097,0.314444591,-0.450986847,0,0,0
0.660607629,0.624569986,3.015678231,0.637245733,0.569462946,32.72251597,123.6301909,5.101775404,-0.493796922,0.333694783,-0.961689029,0.741376911,0.606023763,0.458619601,0.617553623,0.749078664,0.055716066,0.045831274,0.064077737,0.037604557,0.059745345,46.23256691,52.78756443,12.25193322,-4.427331984,-0.358958385,0.591023383,0,1,0
0.882927885,0.286475914,1.059131613,0.615020118,0.512747863,31.61259215,390.2550185,5.346683329,-0.099491508,-0.353945308,0.653717122,-0.832950171,0.080557786,0.150121147,0.415620642,0.715364028,0.033096921,0.006186567,0.062534004,0.031824607,0.039792179,49.91370418,63.79807274,-13.49759484,-72.895925,0.729772937,-1.117591638,0,0,0
0.626186672,0.471524103,1.312325746,0.540082414,0.44778649,10.42903743,518.5689802,5.487906396,0.91516203,0.795838374,0.049471275,-0.577748115,-0.841439431,-0.586364214,0.510968215,0.741509235,0.06106778,0.020430009,0.027922365,0.083690497,0.07143476,33.92913511,65.2838486,-77.17254716,-18.90142977,-0.931001712,-0.624143864,0,0,0
0.638632559,0.524059126,3.399748256,0.7346637,0.502608368,8.977879396,531.9712784,4.553595491,-0.201929365,0.776236378,0.550488104,0.504936675,0.131701121,0.008911883,0.593592224,0.752124143,0.049321495,0.095104355,0.08868885,0.066845947,0.053074115,45.90403569,41.08683691,79.70889781,18.02948805,0.043030973,-0.675630188,0,1,0
0.588833113,0.602887767,1.535633986,0.442991523,0.41640896,19.68774256,294.4649718,7.979726877,0.679603213,-0.349418763,-0.5311488,-0.897412302,0.816037091,-0.375620527,0.653629091,0.83594758,0.018104881,0.033887788,0.129740199,0.05046392,0.025178866,24.30851801,40.75784813,5.176907697,-81.48681489,0.686857911,-1.254841469,0,1,0
0.312184318,0.642322976,2.958238324,0.397447483,0.60511252,5.016145608,753.1415682,1.798192043,-0.622918789,0.801921791,-0.309832509,-0.014929239,-0.207374749,-0.145066944,0.380387218,1,0.058413993,0.05461918,0.059489818,0.077020315,0.107654374,22.02886434,34.39701934,71.55760589,-147.6262544,-2.065302775,2.4577131,0,0,0
0.596022919,0.275071582,1.714548343,0.480809193,0.484504015,18.017919,326.7650304,3.34300595,0.344920996,0.992315347,-0.939792256,-0.115785931,-0.407348396,0.290437152,0.583787602,0.728395656,0.038441584,0.026986803,0.075150633,0.019749421,0.055069824,30.40924749,60.48223505,-13.00181251,180.5574433,2.121631307,0.922156065,0,1,0
0.609034531,0.193177166,1.298324178,0.545441398,0.635067887,22.66080278,693.8914401,4.79349048,0.954013909,0.650831328,0.922984649,-0.331197642,-0.713061086,0.490429485,0.614304877,0.758337469,0.067622934,0.001806058,0.062535554,0.023385897,0.031955896,34.34941038,71.73230163,-44.00059908,-63.32727047,-0.283151885,0.501256464,0,0,0
0.969486317,0.755535364,1.729516573,0.574333945,0.366615653,27.26933224,585.4388724,1.713622378,-0.796213798,0.689742696,0.335735813,-0.210855369,-0.697108956,-0.535550618,0.684961199,0.793687699,0.050026514,0.036594835,0.03859246,0.006440645,0.064952226,26.06013319,45.27377108,13.45904601,-9.676010319,-2.025039914,1.617142014,0,1,0
0.571145855,0.566462802,3.166800796,0.525876394,0.649632035,13.99845924,370.754538,4.648291191,-0.983360116,-0.501982528,0.866410176,0.059881174,-0.134457031,-0.189349279,0.669285758,0.839579885,0.05790842,0.034687909,0.005377192,0.036011709,0.072051147,35.3776819,46.37854153,-10.78935632,101.0839735,0.158093899,-0.528711666,0,1,0
0.645232101,0.350302693,3.567089404,0.58520554,0.725029344,12.9632625,855.0621785,8.322940331,-0.132834415,0.153404798,-0.469007185,-0.677265283,0.191359648,-0.461676858,0.658257132,0.826355081,0.030848621,0.032002435,0.038826796,0.053233971,0.017605998,33.06389482,72.00173835,-58.8880729,352.9055188,0.033443468,-1.548407637,0,1,0
0.594793235,0.810230395,3.490659594,0.424846058,0.300939654,6.220174132,261.2726336,5.041772977,-0.814749034,-0.865488172,0.222927222,0.143991757,-0.83876919,-0.602736772,0.520005949,0.928409579,0.038213355,0.037707183,0.018241249,0.052057172,0.07994943,20.01693225,57.5833678,73.48921294,-124.448645,-0.08189438,-1.205248609,0,1,0
0.424698294,0.523134927,2.191550589,0.69437646,0.656108485,6.73119646,683.8308347,5.461401811,0.496768699,-0.810164126,0.356999937,0.610864659,0.879137178,0.56677444,0.409199786,0.557360793,0.040827227,0.045285365,0.111123062,0.052986838,0.038585273,35.18793017,56.54353557,-31.11351114,44.98272137,0.991191113,0.003566082,1,0,0
0.771423422,0.735859437,3.00425541,0.541784882,0.784150349,12.73521108,700.1164636,2.47967047,0.829097328,0.997785224,-0.364900599,0.52032186,0.510267235,0.818505389,0.560694724,0.561307013,0.06713405,0.036997661,0.056546709,0.021778863,0.121330864,38.63528243,32.13625241,-92.01331924,-70.75522853,0.747444971,-2.118423417,0,1,0
0.712789955,0.513503696,1.614952886,0.661729583,0.418553847,18.67365507,365.8759582,3.767277184,-0.131958055,-0.346721501,0.69621847,-0.692200191,0.173247837,-0.259535629,0.700163183,0.750412183,0.083547542,0.014719877,0.04962242,0.066063095,0.085718815,31.71469318,60.18092104,66.4083027,-53.87903046,0.297876191,-1.000522033,1,0,0
0.718654792,0.912149585,1.879443191,0.584272535,0.850885858,24.13584626,778.49306,4.249607239,-0.482576716,0.496367824,0.894322926,-0.701501061,0.656877342,0.502557849,0.739345453,0.909730019,0.033896565,0.049723696,0.086674615,0.05479255,0.058003,41.52648103,36.06295489,-25.21490079,-72.0212021,0.450155634,-1.032233284,0,0,1
0.463591882,0.851068168,3.689007456,0.595675322,0.662852851,6.968210493,449.9906971,4.364569806,-0.131193362,0.613330106,0.769710235,-0.463651265,-0.839626486,0.793990579,0.67105491,0.643435197,0.071536963,0.001012565,0.026347467,0.064661086,0.047644967,17.82596207,32.98969721,-30.39119463,-112.5654968,-0.104358449,4.24911246,0,0,0
0.810419147,0.45020717,1.039005771,0.606976728,0.494248222,29.92688569,557.7387259,7.56328759,0.446895636,0.716046542,0.478133952,-0.277850547,-0.046322245,0.692248421,0.642934082,0.499236766,0.006606452,0.001007149,0.036994079,0.012144756,0.066850969,34.67950422,44.79842635,-88.26937935,-4.129136178,1.775490849,-5.54762988,1,0,0
0.389722341,0.69431419,1.256525593,0.594770856,0.591634638,12.28876399,552.0643678,6.115382121,-0.981891677,0.995256595,-0.445070641,-0.183088837,0.260186254,-0.634373223,0.637963965,0.857117941,0.026116212,0.05478361,0.062042168,0.056229817,0.088383722,18.29719294,41.21310915,87.04707433,-147.4502687,-1.479196018,-0.359239443,0,1,0
0.688028564,0.62907519,1.623658765,0.614272276,0.683749037,14.78632706,473.1382517,2.777084086,0.178907979,-0.517007029,-0.436767916,0.359394434,0.657305812,0.912583763,0.544388125,0.824365722,0.030824431,0.050140405,0.09086307,0.026244695,0.069235176,18.85918642,46.67600458,-64.47402936,94.68075665,0.139651674,3.451387586,0,1,0
0.928568344,0.773726312,1.079596612,0.682915253,0.611400809,7.527883209,662.1616546,5.493009557,0.22658337,-0.919298346,0.926720641,-0.886639136,0.56693912,-0.246647119,0.586993971,0.690979159,0.022949826,0.038852093,0.075050551,0.042053535,0.063485236,23.69069166,28.38527548,2.922474035,5.500293603,0.065024631,0.243688928,1,1,0
0.451419551,0.307015308,1.544306305,0.569652117,0.680813399,-9.242402603,658.6977441,5.996443497,0.275376494,-0.177616964,-0.979431008,-0.930654592,-0.445861501,-0.321518678,0.766906953,0.70144604,0.018328232,0.01209103,0.067449754,0.060687298,0.071751109,20.57939816,64.3822446,45.63101613,42.24349729,0.813280406,1.506834947,1,0,0
0.515055341,0.637210292,2.749124683,0.620900376,0.461898961,23.84045396,150.2936054,7.280298077,-0.51595584,-0.73983866,0.432099946,-0.216178874,0.881760339,-0.875137345,0.505744199,0.703025628,0.058259978,0.025841781,0.062343532,0.051821872,0.051884232,24.52004181,66.91529442,21.08584665,-46.61886119,-0.843853877,0.19965263,1,0,0
0.614947705,0.711684897,2.264273652,0.541026431,0.625404124,22.36843897,760.8680486,8.161081373,0.428105447,-0.955148222,0.412492325,0.394327384,-0.751308317,-0.027652692,0.761477879,0.811053532,0.045718646,0.034745065,0.072007076,0.0329692,0.059703822,27.85849689,20.78986289,-2.9827156,-36.72039342,-1.743672602,-1.334666762,0,1,0
0.524478652,0.148252103,3.678015133,0.694011722,0.387942825,12.18672443,167.5016024,2.969811616,-0.817217027,-0.279146346,0.245379082,-0.613129314,0.750267237,-0.781972769,0.567797185,0.737368472,0.057588108,0.008082121,0.066049587,0.050125463,0.007426227,38.37154486,64.67686708,-85.08329291,28.75639052,0.156823016,-4.483831869,0,0,1
0.367400485,0.263348297,3.452330685,0.48236077,0.583316091,15.66990717,706.5092409,3.378284978,-0.601459327,0.567476502,0.980217692,0.283008963,0.941880499,-0.502920358,0.732543211,0.849406392,0.063809454,0.025219427,0.029100832,0.019369294,0.099211787,26.78840961,37.84207055,-40.48624179,-116.4050632,0.281230492,0.410911374,0,1,0
0.610284446,0.092153564,2.025452055,0.730094043,0.464413854,20.15939218,725.3410274,2.484844282,0.754940093,0.132361382,-0.376241128,-0.480343724,-0.645692954,-0.366114756,0.459318499,0.514537334,0.05531234,0.053046607,0.061382377,0.073005348,0.078963933,14.14374293,62.85463305,9.390016902,-35.79904344,1.489599409,-1.551213209,0,1,0
0.440654443,0.446118633,1.7782703,0.545984205,0.489670509,-0.625458569,281.806714,4.531960282,0.477446301,-0.374444022,-0.320056272,0.772172218,0.444132128,0.617652647,0.65859042,0.714314813,0.063155264,0.068546107,0.02778934,0.04589432,0.046796325,41.40067846,48.97330261,-39.3587035,-85.96135139,-1.270362046,-1.600670812,1,1,0
0.671038865,0.643508451,2.139077225,0.40692249,0.785413976,9.709473227,417.8371424,5.932716749,-0.972508892,0.308684011,-0.842121194,0.791379889,-0.919428962,0.750977301,0.526322986,0.687394604,0.048609354,0.031611305,0.062432476,0.072370999,0.126962049,21.62909866,50.43163346,10.167973,-89.05688106,1.154693767,-0.997974512,0,1,0
0.462086365,0.80047141,2.770884828,0.562810441,0.763696518,22.9426468,278.8590663,6.974669033,-0.503247479,-0.535963639,-0.114403727,-0.405425591,-0.18915435,-0.395067365,0.458473281,0.774365932,0.026260132,0.055129767,0.045580562,0.039469366,0.072610494,29.41279573,47.22353526,34.08717044,-210.9838241,2.367414364,3.489722813,0,1,0
0.832490161,0.514818956,1.804190922,0.481894834,0.691370718,2.457105768,457.0157939,4.848097953,-0.571187034,-0.971237108,-0.477902948,-0.540012492,0.032566598,0.717396242,0.621853404,0.746195224,0.071156284,0.001718799,0.136181449,0.03952848,0.038915693,34.46536507,68.18193806,48.12514429,133.9326589,-0.377764888,4.809675085,0,0,1
0.482512006,0.825723109,2.872446724,0.634064355,0.436153085,17.93557932,438.3931432,4.360304953,-0.458387344,0.528706773,-0.313226596,-0.177392056,0.161290452,0.714461875,0.700947179,0.879784378,0.038217757,0.053189025,0.058803168,0.034716264,0.095702123,31.99610418,31.40617981,-61.30896789,-68.65387532,-1.290942219,0.434415875,0,1,0
0.551690773,0.223979708,2.228234957,0.484737602,0.552538733,1.434181954,655.9321065,5.303515984,-0.504880459,0.24748617,0.669143581,-0.51893683,0.871874496,0.529301901,0.515505856,0.614066323,0.031288074,0.023921032,0.017872813,0.067523479,0.081941446,40.94179548,59.11760508,109.8323027,116.3376055,-0.406974366,-0.929534448,1,0,1
0.722027583,0.159323512,2.656141543,0.505381657,0.781964655,19.66429982,762.0617492,3.329714197,-0.874947409,0.524605249,0.870969027,0.344767687,0.344501375,-0.706609772,0.450098404,0.804549148,0.046441642,0.046146912,0.055974594,0.035811377,0.0818374,34.79003143,66.51995247,38.37396723,106.8792321,0.014004967,-2.354452835,0,0,0
0.415370353,0.48889046,2.308379587,0.361045927,0.621257537,14.64358518,779.1367622,9.179077443,-0.082118967,-0.922123967,-0.628533856,0.652129369,-0.037444098,0.380645694,0.590815524,0.855833642,0.031743782,0.035044952,0.075580762,0.062891909,0.057227332,21.3869042,60.74510121,-0.085707683,-128.5999707,0.563787875,0.937080323,0,0,1
0.63411899,0.57681309,1.883397279,0.504769368,0.947899431,-1.151318159,387.5663947,1.784677946,0.46546695,0.674239256,-0.254982137,0.346184262,0.619350073,0.890048129,0.591256467,0.985664744,0.041651392,0.06640828,0.110200918,0.042350952,0.083514872,51.78562174,84.87048371,54.47682915,-108.8411236,-0.59139473,3.5658112,1,1,0
0.796071413,0.49346105,3.845359921,0.307612067,0.658997676,26.64739354,458.1556253,5.369481158,0.213463449,0.2390524,0.857261124,0.648700894,0.901065642,0.365080958,0.654831963,0.751823403,0.056881078,0.022511287,0.042316428,0.010480734,0.062147251,31.94333463,42.06579856,118.2703886,256.0502959,1.555198534,-0.494680774,0,0,0
0.358877515,0.08651158,3.290817382,0.391609718,0.628807367,7.654084232,163.3123616,9.047212438,0.345743337,0.126790701,-0.876383079,-0.206015676,-0.955867703,-0.336766302,0.694959457,0.83244586,0.056966835,0.052552126,0.012527161,0.038593719,0.086678244,28.52659773,64.35957234,-71.93600505,175.0925942,-1.114532315,-4.757992082,0,0,0
0.627695079,0.482175992,1.420339527,0.626041466,0.55363253,6.89747563,338.8259867,5.013599689,-0.837701643,0.249228096,-0.815278944,-0.687366059,0.965042545,0.001158635,0.594058482,0.619613721,0.032043399,0.034409851,0.08450511,0.026417836,0.012851666,39.63925423,48.40864047,-11.26313212,-3.151851333,-1.739205152,1.340099344,0,0,0
0.638982419,0.2391061,3.605403928,0.628580016,0.620031136,17.00569197,692.9703266,4.61992193,0.90298142,0.728866494,-0.674418022,0.475901895,-0.827735722,0.291450087,0.785550331,0.56080438,0.040245893,0.03683389,0.018582039,0.050678054,0.056983796,32.49450946,68.50109115,-118.921583,25.73731064,1.106710424,1.970799423,0,1,0
0.717273431,0.63393451,2.462293595,0.592545756,0.577129525,26.48637349,823.1165647,4.285109154,0.676983668,0.173873013,0.190425668,-0.27905099,0.628773559,0.021140817,0.622423474,0.884477438,0.07148666,0.036322922,0.046915337,0.026191845,0.121664653,33.99228193,49.88466506,9.632576632,-63.08464029,-2.274621031,-3.171691281,0,1,0
0.414457393,0.573319649,3.683656681,0.453302386,0.706216302,4.84178181,253.1302256,4.639216636,0.610180637,0.16190076,-0.699055458,0.34254165,-0.439330495,-0.760094117,0.565357349,0.799443971,0.059928002,0.023086538,0.052271385,0.068519502,0.046987976,54.92183999,44.18186327,18.2697121,43.23527142,-0.204129769,0.352968367,1,1,0
0.401931508,0.312024043,3.399565768,0.545228864,0.743505348,15.6167985,381.5071482,7.745696949,0.64596761,0.981358314,0.936152763,-0.458712116,-0.735640684,-0.375871911,0.438843264,0.917851269,0.091501301,0.039718021,0.057910996,0.048178483,0.051884851,27.24878572,69.59108306,-1.958105772,-71.71819007,3.117681129,0.902452032,0,1,0
0.678291235,0.397226617,2.275640513,0.549639746,0.482101581,19.288165,494.7188486,0.576276177,0.865421016,0.513460334,-0.106570945,-0.83754073,-0.120288721,0.604792061,0.573734048,0.662659711,0.073602563,0.038747036,0.080674934,0.04644808,0.05656116,26.82239106,42.62657091,-32.72667855,-203.2353764,-0.012043553,-0.146214604,1,0,1
0.644547701,0.288157296,1.067407925,0.434163531,0.400315057,21.93105607,556.0322318,8.066867403,0.088507932,-0.115412389,0.003035921,0.985163591,0.287913159,0.722836092,0.566361305,0.851990214,0.072885861,0.044824805,0.039490972,0.063117843,0.033555816,31.16578512,28.80911362,-102.4757258,-132.1555787,-1.120767651,-1.581541838,1,0,1
0.637573928,0.487464181,1.806032078,0.70033983,0.324569194,16.76441555,338.079296,2.152085695,-0.599435964,0.414794,-0.506682768,-0.687596984,-0.23809631,-0.725399935,0.69603048,0.986881784,0.022242629,0.041690103,0.051788122,0.069278139,0.003751577,40.71515936,42.24729675,18.67668417,2.109274785,-0.057397464,2.031874447,0,1,0
0.651967231,0.691028464,2.624902644,0.637736229,0.676198699,11.32972161,584.8122089,4.466695342,0.233567216,-0.221539057,-0.058079495,0.976841988,-0.890869183,0.904773505,0.646248362,0.841970561,0.065277207,0.055959891,0.059571889,0.049598025,0.063082408,14.9346597,59.2854942,72.7717242,-113.1067236,-0.050800789,-0.806759492,0,0,0
0.497996292,0.302854791,2.900434659,0.527903583,0.434495009,6.724097794,405.2321306,4.141511159,0.485762987,-0.542249075,0.323827265,0.954559865,0.198922279,-0.342354764,0.482063088,0.827658151,0.048937864,0.058470172,0.064487939,0.034575994,0.074075783,10.34444109,70.88058127,-29.55092279,-6.727746491,0.16064994,-2.970372325,0,0,0
0.634838055,0.600809303,1.773663056,0.552688584,0.277066411,15.86143883,497.1095458,6.17710654,0.475834787,0.193703754,0.502354274,0.587636208,0.804806552,0.324627477,0.617225439,0.800855608,0.038980364,0.018987534,0.062934815,0.014520608,0.068424848,24.12884729,51.66694063,22.00299645,-107.4661039,0.662262982,-4.098948971,0,0,0
0.643960871,0.393948476,1.418068222,0.570838281,0.658286791,4.27860988,609.2568496,1.803751296,0.042898048,0.856364196,0.507736165,0.318845924,-0.233569268,0.503650292,0.667153117,0.642911854,0.053360307,0.05737545,0.073080173,0.036279005,0.065653643,13.66077041,69.77295601,-78.40721567,-78.23539225,-1.039111168,2.52169904,1,0,0
0.492847287,0.341425434,3.50479071,0.345826513,0.973949928,-14.21350483,501.284454,5.924345332,-0.863082561,0.85827904,0.155782225,0.155614101,-0.567334445,0.623892469,0.752803136,0.935557294,0.068904231,0.016273271,0.085315185,0.037655755,0.071291226,25.75168652,29.62737618,22.86065318,85.31653064,1.687548055,1.233327953,0,0,0
